cod.munic;latitude;longitude
2308203;-3.542;-40.455
2308302;-7.313;-38.946
2308351;-5.675;-39.194
2308377;-3.569;-39.97
2308401;-7.25;-39.143
2308500;-5.743;-39.628
2308609;-4.789;-40.063
2308708;-5.107;-38.373
2308807;-3.467;-40.681
2308906;-3.229;-40.125
2309003;-3.909;-40.747
2309102;-4.306;-38.996
2309201;-7.092;-39.681
2309300;-4.707;-40.563
2309409;-5.534;-40.774
2309458;-4.491;-38.597
2309508;-6.244;-38.914
2309607;-4.173;-38.461
2309706;-3.984;-38.62
2309805;-4.225;-38.923
2309904;-3.988;-40.697
2310001;-4.745;-37.959
2310100;-4.15;-38.846
2310209;-3.41;-39.031
2310258;-3.439;-39.148
2310308;-6.211;-40.694
2310407;-4.097;-39.239
2310506;-5.454;-39.717
2310605;-7.829;-39.077
2310704;-3.793;-39.27
2310803;-6.045;-38.461
2310852;-4.028;-38.306
2310902;-5.804;-39.418
2310951;-4.247;-40.645
2311009;-4.745;-40.926
2311108;-7.535;-39.118
2311207;-7.091;-40.027
2311231;-5.668;-38.251
2311264;-5.843;-40.701
2311306;-4.971;-39.015
2311355;-6.254;-39.202
2311405;-5.199;-39.293
2311504;-5.074;-37.989
2311603;-4.226;-38.731
2311702;-4.142;-40.582
2311801;-4.94;-37.976
2311900;-6.542;-39.907
2311959;-7.285;-40.457
2312007;-3.461;-40.212
2312106;-7.188;-39.737
2312205;-4.332;-40.157
2312304;-4.049;-40.865
2312403;-3.606;-38.969
2312502;-5.271;-38.274
2312601;-3.67;-39.243
2312700;-5.588;-39.372
2312809;-3.351;-40.463
2312908;-3.674;-40.239
2313005;-5.733;-39.008
2313104;-5.247;-38.131
2313203;-4.832;-40.321
2313252;-6.684;-39.761
2313302;-6.003;-40.293
2313351;-3.989;-39.581
2313401;-3.732;-40.992
2313500;-3.278;-39.269
2313559;-3.581;-39.437
2313609;-3.854;-40.921
2313708;-6.648;-38.7
2313757;-3.677;-39.35
2313807;-3.625;-39.508
2313906;-3.314;-40.557
2313955;-4.194;-40.477
2314003;-6.789;-39.296
2314102;-3.562;-41.092
2400109;-6.436;-36.639
2400208;-5.577;-36.909
2400307;-5.498;-36.506
2400406;-6.209;-38.297
2400505;-6.413;-38.016
2400604;-6.152;-37.766
2400703;-5.288;-36.762
2400802;-5.666;-36.601
2400901;-6.213;-37.906
2401008;-5.664;-37.799
2401107;-4.956;-37.137
2401206;-6.194;-35.16
2401305;-5.864;-37.31
2401404;-6.369;-35.008
2401453;-5.08;-37.617
2401503;-5.951;-35.926
2401602;-5.694;-35.82
2401651;-5.988;-36.413
2401701;-5.984;-35.581
2401800;-6.191;-35.357
2401859;-5.078;-36.068
2401909;-5.76;-35.998
2402006;-6.458;-37.098
2402105;-6.243;-36.183
2402204;-6.38;-35.129
2402303;-5.793;-37.557
2402402;-6.556;-36.595
2402501;-5.341;-36.833
2402600;-5.634;-35.426
2402709;-6.046;-36.346
2402808;-6.383;-36.215
2402907;-6.26;-38.444
2403004;-6.412;-36.79
2403103;-6.261;-36.515
2403202;-6.094;-38.375
2403251;-5.916;-35.263
2403301;-6.111;-38.306
2403400;-6.945;-36.718
2403509;-6.332;-35.309
2403608;-5.706;-35.307
2403707;-5.603;-37.689
2403756;-5.697;-36.531
2403806;-6.127;-36.818
2403905;-6.078;-38.119
2404002;-6.158;-37.84
2404101;-5.091;-36.275
2404200;-6.267;-35.21
2404309;-5.459;-37.521
2404408;-4.98;-37.155
2404507;-5.108;-36.32
2404606;-5.824;-35.553
2404705;-5.498;-36.855
2404804;-6.814;-37.199
2404853;-5.644;-36.871
2404903;-5.84;-37.993
2405009;-6.426;-36.205
2405108;-5.356;-36.128
2405207;-6.016;-37.409
2405306;-6.158;-35.601
2405405;-6.465;-35.947
2405504;-5.654;-35.969
2405603;-6.379;-37.352
2405702;-6.584;-36.774
2405801;-5.538;-35.82
2405900;-6.274;-37.796
2406007;-6.317;-38.281
2406106;-6.034;-37.02
2406155;-6.271;-35.345
2406205;-6.391;-35.598
2406304;-6.149;-35.438
2406403;-6.004;-35.872
2406502;-6.096;-36.469
2406601;-6.134;-35.494
2406700;-5.7;-36.245
2406809;-6.15;-36.117
2406908;-6.12;-37.816
2407005;-6.414;-38.389
2407104;-5.858;-35.354
2407203;-5.115;-36.634
2407252;-6.406;-38.324
2407302;-6.294;-38.167
2407401;-6.088;-37.911
2407500;-5.516;-35.262
2407609;-6.079;-37.514
2407708;-6.486;-35.288
2407807;-6.068;-35.332
2407906;-6.441;-35.783
2408003;-5.188;-37.344
2408102;-5.795;-35.209
2408201;-6.091;-35.209
2408300;-6.478;-35.434
2408409;-5.956;-37.706
2408508;-6.701;-36.946
2408607;-6.486;-38.313
2408706;-5.774;-37.101
2408805;-5.223;-35.838
2408904;-6.688;-36.658
2408953;-5.273;-35.383
2409100;-6.436;-35.643
2409209;-6.279;-35.378
2409308;-6.11;-37.637
2409332;-5.84;-35.695
2409407;-6.111;-38.209
2409506;-5.15;-35.879
2409605;-5.583;-36.105
2409704;-5.522;-36.388
2409803;-6.439;-35.221
2409902;-5.26;-36.722
2410009;-6.269;-38.043
2410108;-5.623;-35.663
2410207;-6.024;-37.988
2410256;-5.068;-36.782
2410306;-6.106;-35.713
2410405;-5.467;-35.556
2410504;-6.195;-38.226
2410603;-6.076;-37.717
2410702;-5.936;-37.946
2410801;-6.263;-38.316
2410900;-5.815;-35.825
2411007;-5.788;-38.06
2411056;-4.837;-37.253
2411106;-5.881;-35.935
2411205;-6.229;-36.023
2411403;-5.958;-36.656
2411429;-6.771;-36.733
2411502;-6.311;-35.479
2411601;-5.093;-35.959
2411700;-6.342;-36.087
2411809;-6.376;-37.184
2411908;-5.975;-38.152
2412005;-5.793;-35.329
2412104;-6.718;-37.201
2412203;-6.075;-35.238
2412302;-6.316;-35.714
2412401;-6.449;-36.878
2412500;-6.212;-38.497
2412559;-5.125;-35.639
2412609;-5.895;-35.763
2412708;-5.898;-35.634
2412807;-5.799;-36.921
2412906;-5.973;-36.075
2413003;-6.216;-36.684
2413102;-6.036;-35.693
2413201;-6.163;-35.123
2413300;-6.417;-35.704
2413359;-5.17;-37.029
2413409;-6.666;-37.397
2413508;-6.276;-35.499
2413557;-6.11;-37.956
2413607;-5.777;-37.958
2413706;-6.104;-35.911
2413805;-5.93;-38.045
2413904;-5.622;-35.597
2414001;-6.199;-35.802
2414100;-6.465;-38.18
2414159;-6.148;-36.719
2414209;-6.187;-35.092
2414308;-6.465;-37.274
2414407;-5.199;-35.461
2414456;-5.867;-37.189
2414506;-5.991;-37.814
2414605;-5.642;-37.258
2414704;-6.348;-35.376
2414753;-6.326;-38.484
2414803;-6.044;-35.428
2414902;-5.994;-37.944
2415008;-6.314;-35.077
2500106;-7.512;-37.641
2500205;-7.092;-38.171
2500304;-7.089;-35.635
2500403;-7.071;-35.758
2500502;-6.95;-35.545
2500536;-7.744;-36.056
2500577;-6.816;-35.922
2500601;-7.439;-34.914
2500700;-6.729;-38.449
2500734;-7.568;-37.064
2500775;-6.784;-38.087
2500809;-6.853;-35.381
2500908;-6.828;-35.758
2501005;-6.558;-35.742
2501104;-6.963;-35.692
2501153;-7.123;-36.941
2501203;-7.048;-35.931
2501302;-7.545;-35.708
2501351;-7.074;-36.731
2501401;-6.688;-34.936
2501500;-6.75;-35.633
2501534;-6.643;-36.254
2501575;-7.52;-36
2501609;-6.72;-36.061
2501708;-7.751;-36.318
2501807;-7.125;-34.932
2501906;-6.747;-35.519
2502003;-6.189;-37.536
2502052;-6.452;-38.551
2502102;-7.414;-38.216
2502151;-7.259;-36.24
2502201;-6.817;-38.65
2502300;-6.445;-37.929
2502409;-7.313;-38.515
2502508;-7.482;-36.135
2502607;-7.181;-38.149
2502706;-6.801;-35.626
2502805;-6.349;-37.498
2502904;-6.377;-37.825
2503001;-7.516;-34.908
2503100;-7.489;-36.287
2503209;-6.981;-34.834
2503308;-6.927;-38.674
2503407;-7.129;-37.157
2503506;-6.642;-35.79
2503555;-7.211;-37.058
2503605;-6.554;-35.411
2503704;-6.89;-38.562
2503753;-6.961;-37.806
2503803;-7.103;-35.326
2503902;-7.889;-36.823
2504009;-7.231;-35.881
2504033;-6.916;-35.172
2504074;-7.727;-36.492
2504108;-7.039;-38.344
2504157;-6.783;-35.821
2504207;-7.126;-37.609
2504306;-6.344;-37.747
2504355;-7.42;-36.027
2504405;-7.562;-38.509
2504504;-6.91;-37.601
2504603;-7.26;-34.908
2504702;-7.797;-36.66
2504801;-7.014;-37.946
2504850;-7.627;-36.606
2504900;-7.14;-35.086
2505006;-6.868;-36.351
2505105;-6.485;-36.157
2505204;-6.893;-35.523
2505238;-6.915;-35.252
2505279;-6.717;-35.269
2505303;-7.581;-38.198
2505352;-6.632;-35.91
2505402;-7.291;-37.094
2505501;-6.738;-37.567
2505600;-7.428;-38.264
2505709;-6.618;-35.632
2505808;-6.685;-35.418
2505907;-7.108;-37.716
2506004;-7.023;-35.86
2506103;-7.355;-35.775
2506202;-6.403;-36.456
2506251;-7.583;-35.791
2506301;-6.855;-35.49
2506400;-7.124;-35.424
2506509;-7.247;-36.489
2506608;-7.501;-38.405
2506707;-7.39;-37.509
2506806;-7.268;-35.613
2506905;-7.329;-35.333
2507002;-7.304;-38.15
2507101;-6.83;-35.247
2507200;-7.375;-35.628
2507309;-6.612;-35.293
2507408;-6.554;-37.809
2507507;-7.115;-34.863
2507606;-7.172;-35.583
2507705;-7.068;-36.578
2507804;-6.997;-36.713
2507903;-7.373;-35.238
2508000;-7.537;-37.819
2508109;-6.571;-37.916
2508208;-6.673;-35.379
2508307;-7.171;-35.854
2508406;-6.516;-38.18
2508505;-7.374;-36.946
2508554;-6.614;-35.443
2508604;-6.9;-34.869
2508703;-7.259;-37.427
2508802;-6.904;-37.522
2508901;-6.839;-35.126
2509008;-7.706;-38.154
2509057;-6.77;-35.015
2509107;-7.06;-35.319
2509156;-6.842;-38.347
2509206;-7.2;-35.789
2509305;-6.601;-35.051
2509339;-7.125;-35.767
2509370;-6.534;-37.725
2509396;-7.267;-37.351
2509404;-7.299;-35.479
2509503;-7.088;-35.959
2509602;-7.215;-38.586
2509701;-7.889;-37.12
2509800;-7.024;-35.462
2509909;-7.641;-35.55
2510006;-6.916;-38.325
2510105;-6.455;-36.203
2510204;-7.48;-38.042
2510303;-6.678;-36.421
2510402;-7.228;-37.751
2510501;-6.991;-36.244
2510600;-7.62;-37.152
2510659;-7.321;-36.656
2510709;-7.138;-37.049
2510808;-7.024;-37.28
2510907;-6.594;-37.624
2511004;-7.427;-38.068
2511103;-6.757;-36.48
2511202;-7.402;-35.116
2511301;-7.198;-37.929
2511400;-6.555;-36.349
2511509;-7.267;-35.26
2511608;-6.902;-35.623
2511707;-6.844;-35.531
2511806;-6.78;-35.499
2511905;-7.471;-34.809
2512002;-7.077;-36.061
2512036;-6.403;-38.495
2512077;-6.575;-38.512
2512101;-6.77;-37.802
2512200;-7.691;-37.08
2512309;-7.737;-37.993
2512408;-7.161;-35.961
2512507;-7.358;-35.898
2512606;-7.031;-37.149
2512705;-6.903;-35.834
2512721;-6.633;-35.297
2512747;-6.55;-35.646
2512754;-7.243;-35.666
2512762;-7.142;-35.291
2512788;-7.693;-36.157
2512804;-6.443;-37.651
2512903;-6.803;-35.081
2513000;-7.103;-36.845
2513109;-7.357;-35.441
2513158;-7.739;-35.879
2513208;-6.533;-38.062
2513307;-6.72;-38.638
2513356;-7.621;-38.554
2513406;-6.872;-36.919
2513505;-7.555;-38.332
2513604;-7.384;-37.986
2513653;-6.49;-38.476
2513703;-7.114;-34.978
2513802;-7.116;-37.452
2513851;-7.218;-36.633
2513901;-6.486;-37.451
2513927;-6.901;-37.729
2513943;-7.636;-36.433
2513968;-6.814;-37.942
2513984;-6.619;-38.094
2514008;-7.391;-36.533
2514107;-8.079;-36.848
2514206;-6.941;-38.162
2514305;-7.249;-38.301
2514404;-6.847;-37.326
2514453;-7.251;-35.384
2514503;-7.121;-38.502
2514552;-7.738;-38.094
2514602;-7.163;-37.309
2514651;-6.213;-37.352
2514701;-6.776;-36.799
2514800;-7.391;-36.808
2514909;-6.927;-37.096
2515005;-7.25;-35.21
2515104;-7.083;-35.835
2515203;-8.152;-37.01
2515302;-7.095;-35.233
2515401;-6.934;-36.402
2515500;-7.483;-36.665
2515609;-6.687;-35.444
2515708;-7.215;-38.37
2515807;-7.178;-35.675
2515906;-6.82;-35.633
2515930;-6.751;-35.442
2515971;-7.144;-35.239
2516003;-6.778;-35.697
2516102;-7.057;-36.363
2516151;-6.769;-36.254
2516201;-6.761;-38.231
2516300;-7.672;-36.88
2516409;-6.488;-35.637
2516508;-7.207;-36.827
2516607;-7.636;-37.878
2516706;-7.223;-37.254
2516755;-6.942;-36.629
2516805;-6.579;-38.597
2516904;-6.518;-38.412
2517001;-7.696;-35.664
2517100;-6.772;-36.992
2517209;-6.507;-38.256
2517407;-8.076;-37.098
2600054;-7.912;-34.903
2600104;-7.751;-37.639
2600203;-8.515;-41.005
2600302;-8.458;-35.945
2600401;-8.707;-35.531
2600500;-9.111;-37.123
2600609;-8.466;-36.776
2600708;-7.603;-35.231
2600807;-8.49;-36.059
2600906;-8.383;-35.453
2601003;-8.89;-36.286
2601052;-7.79;-35.091
2601102;-7.576;-40.498
2601201;-8.419;-37.054
2601300;-8.42;-35.658
2601409;-8.818;-35.186
2601508;-8.614;-35.809
2601607;-8.758;-38.964
2601706;-8.336;-36.424
2601805;-8.276;-38.034
2601904;-8.233;-35.797
2602001;-7.778;-39.941
2602100;-9.17;-36.68
2602209;-7.796;-35.587
2602308;-8.47;-35.729
2602407;-9.03;-36.569
2602506;-7.349;-37.286
2602605;-8.146;-36.371
2602704;-7.726;-35.327
2602803;-8.623;-37.156
2602902;-8.287;-35.035
2603009;-8.512;-39.307
2603108;-8.486;-36.233
2603207;-8.773;-36.623
2603306;-8.742;-36.334
2603405;-7.941;-38.15
2603454;-8.022;-34.981
2603504;-8.359;-35.762
2603603;-7.407;-35.274
2603702;-8.882;-36.191
2603801;-8.735;-36.627
2603900;-7.805;-37.794
2603926;-8.322;-38.744
2604007;-7.851;-35.255
2604106;-8.283;-35.976
2604155;-7.741;-35.721
2604205;-8.667;-35.717
2604304;-7.722;-39.239
2604403;-8.001;-35.213
2604502;-8.238;-35.462
2604601;-7.586;-35.106
2604700;-9.129;-36.33
2604809;-8.47;-35.541
2604908;-8.006;-35.697
2605004;-8.617;-35.95
2605103;-8.088;-37.643
2605152;-8.447;-40.771
2605202;-8.359;-35.224
2605301;-7.512;-39.724
2605400;-7.951;-35.389
2605459;-3.84;-32.411
2605509;-7.448;-35.244
2605608;-7.866;-37.975
2605707;-8.601;-38.568
2605806;-7.94;-35.912
2605905;-8.584;-35.387
2606002;-8.89;-36.493
2606101;-8.002;-35.293
2606200;-7.561;-35.003
2606309;-7.716;-39.615
2606408;-8.201;-35.565
2606507;-9.046;-36.846
2606606;-8.541;-37.69
2606705;-8.581;-36.179
2606804;-7.834;-34.906
2606903;-7.835;-37.515
2607000;-8.903;-37.827
2607109;-7.676;-37.46
2607208;-8.399;-35.064
2607307;-7.652;-40.149
2607406;-8.834;-38.704
2607505;-8.948;-37.423
2607604;-7.748;-34.826
2607653;-7.41;-35.113
2607703;-7.378;-37.19
2607752;-7.776;-34.892
2607802;-7.668;-35.102
2607901;-8.113;-35.015
2607950;-8.727;-35.793
2608008;-7.99;-36.496
2608057;-9.183;-38.269
2608107;-7.856;-35.588
2608206;-8.624;-35.533
2608255;-8.706;-36.489
2608305;-8.712;-36.415
2608404;-8.718;-36.136
2608453;-7.845;-35.32
2608503;-7.936;-35.29
2608602;-9.127;-36.459
2608701;-8.658;-35.9
2608750;-8.997;-40.272
2608800;-8.664;-36.32
2608909;-7.875;-35.45
2609006;-7.555;-35.453
2609105;-7.686;-35.515
2609154;-8.964;-37.628
2609204;-8.803;-35.829
2609303;-8.119;-38.728
2609402;-8.119;-35.092
2609501;-7.742;-35.228
2609600;-8.009;-34.855
2609709;-7.745;-35.602
2609808;-8.62;-39.602
2609907;-7.883;-40.082
2610004;-8.683;-35.592
2610103;-9.004;-36.326
2610202;-8.664;-36.006
2610301;-8.921;-36.658
2610400;-8.091;-39.578
2610509;-7.995;-35.581
2610608;-7.897;-35.18
2610707;-7.941;-34.873
2610806;-8.497;-36.941
2610905;-8.358;-36.696
2611002;-9.069;-38.303
2611101;-9.393;-40.508
2611200;-8.186;-36.705
2611309;-8.141;-35.396
2611408;-8.331;-35.354
2611507;-8.828;-36.012
2611533;-7.72;-37.848
2611606;-8.054;-34.881
2611705;-8.134;-35.856
2611804;-8.514;-35.378
2611903;-8.664;-35.159
2612000;-8.328;-35.706
2612109;-7.936;-35.633
2612208;-8.067;-39.12
2612307;-8.976;-36.688
2612406;-8.361;-36.566
2612455;-8.24;-40.336
2612471;-7.821;-38.153
2612505;-7.957;-36.205
2612554;-8.163;-40.616
2612604;-8.809;-39.825
2612703;-7.84;-35.902
2612802;-7.378;-37.48
2612901;-8.808;-35.952
2613008;-8.523;-36.444
2613107;-8.326;-36.143
2613206;-8.876;-36.367
2613305;-8.432;-35.804
2613404;-8.898;-35.148
2613503;-7.861;-38.76
2613602;-7.479;-37.274
2613701;-8.002;-35.018
2613800;-7.591;-35.491
2613909;-7.986;-38.296
2614006;-7.933;-39.296
2614105;-8.074;-37.264
2614204;-8.591;-35.116
2614303;-7.631;-39.551
2614402;-7.6;-37.652
2614501;-7.832;-35.756
2614600;-7.591;-37.539
2614709;-8.316;-36.293
2614808;-9.106;-38.15
2614857;-8.76;-35.105
2615003;-7.903;-36.044
2615102;-9.056;-36.623
2615201;-8.23;-39.376
2615300;-7.505;-35.318
2615409;-7.999;-36.051
2615508;-7.805;-35.24
2615607;-7.762;-40.268
2615706;-7.838;-38.102
2615805;-8.753;-37.34
2615904;-7.602;-37.311
2616001;-8.575;-36.874
2616100;-7.926;-38.972
2616183;-7.771;-35.85
2616209;-7.903;-35.988
2616308;-7.657;-35.327
2616407;-8.118;-35.291
2616506;-8.802;-35.627
2700102;-9.262;-37.938
2700201;-9.684;-36.304
2700300;-9.752;-36.661
2700409;-9.502;-36.023
2700508;-9.405;-35.507
2700607;-9.84;-35.908
2700706;-9.678;-37.125
2700805;-9.571;-36.492
2700904;-9.828;-37.28
2701001;-9.641;-36.22
2701100;-9.246;-36.015
2701209;-9.4;-36.99
2701308;-9.397;-36.154
2701357;-8.846;-35.568
2701407;-9.782;-36.351
2701506;-9.958;-36.792
2701605;-9.127;-37.605
2701704;-9.408;-36.074
2701803;-9.483;-37.377
2701902;-9.255;-36.296
2702009;-9.632;-36.579
2702108;-8.909;-35.725
2702207;-9.638;-35.803
2702306;-10.126;-36.176
2702355;-9.618;-36.768
2702405;-9.386;-37.996
2702504;-9.393;-37.101
2702553;-9.39;-36.76
2702603;-9.9;-36.678
2702702;-10.292;-36.306
2702801;-9.273;-35.715
2702900;-9.884;-36.829
2703007;-8.973;-35.939
2703106;-9.537;-36.634
2703205;-10.125;-36.662
2703304;-9.219;-37.754
2703403;-9.636;-37.205
2703502;-8.842;-35.46
2703601;-9.088;-35.258
2703700;-9.659;-37.002
2703759;-10.012;-36.021
2703809;-9.133;-35.748
2703908;-8.935;-35.574
2704005;-9.925;-36.476
2704104;-9.83;-36.738
2704203;-9.741;-36.503
2704302;-9.666;-35.735
2704401;-9.532;-36.985
2704500;-9.012;-35.222
2704609;-9.236;-37.35
2704708;-9.71;-35.895
2704807;-9.577;-36.305
2704906;-9.448;-36.388
2705002;-9.118;-37.734
2705101;-9.152;-35.533
2705200;-9.383;-35.842
2705309;-9.305;-36.865
2705408;-9.603;-37.248
2705507;-9.307;-35.943
2705606;-8.915;-35.647
2705705;-9.536;-37.294
2705804;-9.501;-37.832
2705903;-10.058;-36.817
2706000;-9.519;-37.191
2706109;-9.167;-37.357
2706208;-9.672;-37.329
2706307;-9.407;-36.628
2706406;-9.748;-37.437
2706422;-9.254;-38.006
2706448;-9.465;-35.552
2706505;-9.238;-35.493
2706604;-9.366;-36.37
2706703;-10.29;-36.586
2706802;-10.406;-36.434
2706901;-9.597;-35.957
2707008;-9.475;-36.29
2707107;-9.624;-37.757
2707206;-9.313;-37.286
2707305;-9.045;-35.398
2707404;-9.158;-35.295
2707503;-10.186;-36.84
2707602;-9.319;-36.471
2707701;-9.478;-35.853
2707800;-9.833;-35.978
2707909;-9.603;-35.822
2708006;-9.378;-37.245
2708105;-9.168;-36.222
2708204;-10.128;-36.901
2708303;-9.01;-36.058
2708402;-9.558;-37.381
2708501;-9.318;-35.561
2708600;-9.781;-36.094
2708709;-9.266;-35.373
2708808;-9.934;-36.554
2708907;-9.563;-35.824
2708956;-9.354;-37.507
2709004;-9.532;-36.433
2709103;-9.645;-36.497
2709152;-9.905;-36.353
2709202;-9.971;-37.003
2709301;-9.163;-36.032
2709400;-9.371;-36.241
2800100;-10.134;-36.93
2800209;-10.281;-37.019
2800308;-10.911;-37.072
2800407;-11.262;-37.62
2800506;-10.758;-37.315
2800605;-10.909;-37.039
2800670;-11.147;-37.621
2800704;-10.429;-36.466
2801009;-10.733;-37.493
2801108;-10.138;-36.985
2801207;-9.642;-37.788
2801306;-10.503;-37.053
2801405;-10.361;-37.701
2801504;-10.648;-36.989
2801603;-10.252;-36.884
2801702;-11.476;-37.755
2801900;-10.355;-37.183
2802007;-10.689;-37.148
2802106;-11.268;-37.438
2802205;-10.264;-37.313
2802304;-10.549;-37.534
2802403;-9.968;-37.083
2802502;-10.689;-36.984
2802601;-10.227;-37.198
2802700;-10.436;-36.54
2802809;-11.519;-37.512
2802908;-10.685;-37.425
2803005;-11.274;-37.79
2803104;-10.126;-37.103
2803203;-10.998;-37.311
2803302;-10.593;-36.94
2803401;-10.347;-36.801
2803500;-10.917;-37.65
2803609;-10.806;-37.17
2803708;-10.666;-37.541
2803807;-10.349;-36.924
2803906;-10.658;-37.305
2804003;-10.738;-37.082
2804102;-10.578;-37.343
2804201;-10.027;-37.562
2804300;-10.427;-36.959
2804409;-10.32;-36.579
2804458;-10.443;-37.489
2804508;-10.218;-37.42
2804607;-10.492;-37.193
2804706;-10.079;-37.058
2804805;-10.855;-37.126
2804904;-10.453;-36.651
2805000;-10.617;-37.687
2805109;-11.192;-37.674
2805208;-10.567;-37.723
2805307;-10.738;-36.856
2805406;-9.806;-37.685
2805505;-10.708;-38.183
2805604;-9.917;-37.278
2805703;-10.211;-36.84
2805802;-11.069;-37.725
2805901;-10.728;-37.187
2806008;-10.539;-37.417
2806107;-10.696;-37.031
2806206;-11.032;-37.475
2806305;-11.351;-37.448
2806404;-10.291;-36.608
2806503;-10.646;-37.194
2806602;-10.789;-37.054
2806701;-11.015;-37.206
2806800;-10.791;-37.568
2806909;-10.333;-36.888
2807006;-10.388;-37.381
2807105;-10.738;-37.811
2807204;-10.604;-37.113
2807303;-10.208;-36.884
2807402;-11.184;-37.998
2807501;-11.373;-37.841
2807600;-11.383;-37.658
2900108;-13.25;-41.664
2900207;-8.721;-39.115
2900306;-11.662;-38.017
2900355;-10.533;-38.1
2900405;-11.867;-38.767
2900504;-13.418;-42.14
2900603;-14.129;-39.888
2900702;-12.136;-38.419
2900801;-17.519;-39.196
2900900;-14.705;-39.637
2901007;-13.03;-39.605
2901106;-12.409;-38.759
2901155;-11.455;-41.436
2901205;-14.612;-41.136
2901304;-12.807;-41.331
2901353;-10.345;-39.833
2901403;-12.007;-44.694
2901502;-12.151;-39.246
2901601;-10.4;-38.333
2901700;-12.435;-39.12
2901809;-10.573;-40.274
2901908;-11.66;-38.081
2901957;-13.856;-39.744
2902005;-14.428;-41.462
2902054;-12.22;-38.203
2902104;-11.333;-38.967
2902203;-12.082;-38.499
2902252;-15.263;-39.414
2902302;-13.079;-39.002
2902401;-14.317;-39.327
2902500;-12.306;-44.535
2902609;-11.96;-40.168
2902658;-10.577;-38.615
2902708;-11.089;-43.142
2902807;-13.626;-41.327
2902906;-14.881;-40.579
2903003;-11.81;-42.059
2903102;-14.211;-39.602
2903201;-12.153;-44.99
2903235;-11.761;-41.912
2903276;-11.529;-39.078
2903300;-14.81;-39.471
2903409;-15.863;-38.883
2903508;-15.038;-41.26
2903607;-11.617;-38.8
2903706;-14.363;-40.208
2903805;-12.66;-40.609
2903904;-13.255;-43.418
2903953;-14.372;-40.504
2904001;-12.702;-41.828
2904050;-11.966;-41.267
2904100;-12.823;-42.731
2904209;-13.382;-42.523
2904308;-13.104;-39.796
2904407;-12.483;-43.966
2904506;-11.999;-42.626
2904605;-14.204;-41.665
2904704;-14.959;-39.3
2904753;-10.708;-43.631
2904803;-14.977;-40.408
2904852;-12.536;-39.191
2904902;-12.618;-38.956
2905008;-14.503;-42.222
2905107;-11.091;-40.435
2905156;-14.338;-40.91
2905206;-14.069;-42.475
2905305;-11.694;-41.468
2905404;-13.487;-39.044
2905503;-11.02;-40.303
2905602;-15.419;-39.496
2905701;-12.698;-38.324
2905800;-13.945;-39.104
2905909;-9.516;-43.011
2906006;-10.509;-40.321
2906105;-13.07;-44.202
2906204;-11.685;-41.769
2906303;-15.675;-38.947
2906402;-11.808;-39.119
2906501;-12.668;-38.551
2906600;-14.411;-42.867
2906709;-15.505;-41.239
2906808;-10.671;-39.498
2906824;-9.964;-39.164
2906857;-11.668;-39.838
2906873;-11.381;-40.013
2906899;-14.6;-41.335
2906907;-17.732;-39.266
2907004;-11.942;-37.949
2907103;-14.305;-43.765
2907202;-9.162;-40.971
2907301;-12.766;-39.428
2907400;-12.318;-44.861
2907509;-12.353;-38.379
2907558;-13.329;-42.291
2907608;-11.136;-42.113
2907707;-8.98;-39.094
2907806;-10.6;-38.383
2907905;-11.1;-38.517
2908002;-14.641;-39.551
2908101;-14.184;-44.534
2908200;-12.506;-38.999
2908309;-12.809;-39.164
2908408;-11.564;-39.283
2908507;-12.327;-38.765
2908606;-11.814;-37.611
2908705;-14.895;-41.969
2908804;-13.763;-41.041
2908903;-12.233;-38.75
2909000;-15.039;-41.935
2909109;-13.829;-44.454
2909208;-10.284;-37.926
2909307;-13.343;-44.637
2909406;-12.028;-44.258
2909505;-13.359;-39.815
2909604;-11.511;-38.15
2909703;-12.234;-44.421
2909802;-12.67;-39.102
2909901;-8.992;-39.908
2910008;-14.436;-39.908
2910057;-12.613;-38.297
2910107;-13.76;-41.771
2910206;-12.905;-39.193
2910305;-12.946;-39.522
2910404;-15.531;-40.909
2910503;-11.942;-38.084
2910602;-11.796;-37.945
2910701;-10.508;-39.014
2910727;-16.378;-39.58
2910750;-10.6;-38.217
2910776;-14.207;-44.281
2910800;-12.267;-38.967
2910859;-10.741;-40.133
2910909;-14.985;-39.924
2911006;-14.86;-39.66
2911105;-11.048;-45.193
2911204;-13.744;-39.487
2911253;-11.471;-39.784
2911303;-11.429;-42.506
2911402;-9.339;-38.257
2911501;-14.322;-39.465
2911600;-12.602;-39.043
2911659;-14.547;-41.94
2911709;-14.223;-42.781
2911808;-16.584;-39.783
2911857;-10.683;-38.286
2911907;-12.767;-40.212
2912004;-14.259;-42.257
2912103;-14.865;-39.588
2912202;-13.411;-41.285
2912301;-14.842;-39.987
2912400;-11.641;-42.011
2912509;-12.882;-42.486
2912608;-12.651;-40.934
2912707;-14.164;-39.374
2912806;-17.688;-40.109
2912905;-14.067;-39.641
2913002;-12.652;-42.218
2913101;-11.547;-41.978
2913200;-12.185;-43.221
2913309;-11.749;-39.192
2913408;-13.773;-42.714
2913457;-13.826;-39.142
2913507;-14.756;-40.089
2913606;-14.789;-39.049
2913705;-11.784;-38.353
2913804;-12.3;-39.308
2913903;-14.137;-39.734
2914000;-12.158;-39.737
2914109;-11.82;-42.614
2914208;-13.251;-40.084
2914307;-13.286;-40.951
2914406;-12.249;-41.619
