cod.munic;latitude;longitude
2914505;-12.05;-38.767
2914604;-11.304;-41.856
2914653;-16.575;-39.553
2914703;-12.528;-40.307
2914802;-14.786;-39.28
2914901;-14.278;-38.997
2915007;-12.986;-40.973
2915106;-14.163;-40.006
2915205;-14.284;-39.843
2915304;-16.087;-39.614
2915353;-11.012;-42.399
2915403;-15.143;-39.724
2915502;-14.678;-39.375
2915601;-17.039;-39.531
2915700;-13.778;-39.684
2915809;-15.245;-40.624
2915908;-12.263;-38.042
2916005;-17.166;-40.33
2916104;-12.888;-38.679
2916203;-14.898;-39.421
2916302;-15.951;-39.534
2916401;-15.249;-40.248
2916500;-11.317;-38.233
2916609;-14.423;-39.565
2916708;-13.451;-39.941
2916807;-15.66;-40.066
2916856;-12.712;-39.698
2916906;-13.532;-40.15
2917003;-10.691;-39.853
2917102;-15.117;-40.07
2917201;-13.813;-41.297
2917300;-13.732;-39.149
2917334;-14.414;-43.554
2917359;-13.619;-44.433
2917409;-14.85;-42.433
2917508;-11.181;-40.518
2917607;-13.531;-39.971
2917706;-10.26;-40.196
2917805;-13.113;-38.896
2917904;-11.564;-37.784
2918001;-13.858;-40.084
2918100;-10.067;-38.35
2918209;-13.257;-39.572
2918308;-14.019;-39.889
2918357;-11.35;-41.664
2918407;-9.414;-40.503
2918456;-16.843;-40.159
2918506;-11.047;-41.969
2918555;-15.191;-39.495
2918605;-13.517;-41.593
2918704;-13.656;-40.213
2918753;-14.035;-42.142
2918803;-13.182;-39.425
2918902;-17.614;-40.345
2919009;-12.356;-40.906
2919058;-13.475;-40.224
2919108;-11.783;-38.9
2919157;-11.383;-41.832
2919207;-12.894;-38.327
2919306;-12.563;-41.39
2919405;-14.682;-42.508
2919504;-13.643;-41.841
2919553;-12.092;-45.805
2919603;-12.136;-40.36
2919702;-15.568;-40.423
2919801;-13.019;-42.699
2919900;-9.168;-39.058
2919926;-12.741;-38.621
2919959;-14.663;-41.492
2920007;-15.621;-40.266
2920106;-11.711;-40.149
2920205;-14.336;-43.774
2920304;-14.388;-41.879
2920403;-14.145;-40.243
2920452;-10.716;-44.034
2920502;-13.441;-40.431
2920601;-12.778;-38.919
2920700;-14.103;-39.015
2920809;-13.003;-40.531
2920908;-15.563;-39.303
2921005;-12.53;-38.299
2921054;-13.909;-42.849
2921104;-17.374;-40.221
2921203;-11.429;-40.595
2921302;-12.87;-39.859
2921401;-10.954;-40.576
2921450;-14.242;-40.773
2921500;-10.438;-39.333
2921609;-11.559;-43.281
2921708;-11.55;-41.156
2921807;-15.023;-42.368
2921906;-13.005;-41.371
2922003;-18.086;-39.551
2922052;-11.966;-41.639
2922102;-11.859;-40.472
2922201;-13.003;-39.11
2922250;-12.065;-43.549
2922300;-12.626;-38.99
2922409;-13.229;-39.505
2922508;-13.035;-39.014
2922607;-13.599;-39.107
2922656;-10.823;-39.428
2922706;-14.794;-40.142
2922730;-11.606;-39.631
2922755;-13.81;-39.626
2922805;-13.027;-40.069
2922854;-12.819;-41.071
2922904;-11.233;-38.483
2923001;-17.892;-39.372
2923035;-12.808;-42.168
2923050;-10.317;-38.406
2923100;-11.367;-38.333
2923209;-12.317;-42.896
2923308;-12.017;-38.617
2923357;-10.97;-41.083
2923407;-14.267;-43.162
2923506;-12.529;-41.559
2923605;-13.443;-42.239
2923704;-12.691;-43.184
2923803;-10.688;-37.862
2923902;-15.464;-39.651
2924009;-9.408;-38.222
2924058;-11.834;-39.613
2924108;-12.15;-38.65
2924207;-10.014;-37.894
2924306;-13.152;-41.773
2924405;-10.003;-42.504
2924504;-14.493;-42.687
2924603;-10.743;-40.363
2924652;-11.813;-39.909
2924678;-13.762;-39.379
2924702;-14.94;-41.72
2924801;-11.73;-40.555
2924900;-13.259;-40.369
2925006;-14.67;-40.471
2925105;-14.53;-40.365
2925204;-12.431;-38.328
2925253;-10.862;-40.134
2925303;-16.45;-39.065
2925402;-15.595;-39.877
2925501;-17.341;-39.221
2925600;-11.296;-41.987
2925709;-14.689;-41.678
2925758;-13.449;-39.42
2925808;-10.978;-39.624
2925907;-10.753;-39.21
2925931;-11.412;-40.128
2925956;-12.408;-39.501
2926004;-9.622;-42.081
2926103;-11.495;-39.426
2926202;-11.746;-44.91
2926301;-11.81;-39.382
2926400;-13.609;-42.939
2926509;-11.047;-38.433
2926608;-10.834;-38.536
2926657;-15.459;-40.739
2926707;-13.579;-41.811
2926806;-14.411;-42.076
2926905;-13.128;-42.292
2927002;-11.485;-37.933
2927101;-8.851;-38.756
2927200;-12.284;-40.494
2927309;-12.871;-38.764
2927408;-12.971;-38.511
2927507;-11.958;-38.975
2927606;-9.736;-38.126
2927705;-16.278;-39.025
2927804;-14.961;-39.812
2927903;-13.292;-39.819
2928000;-11.256;-39.375
2928059;-15.429;-39.334
2928109;-13.398;-44.198
2928208;-12.983;-44.051
2928307;-12.017;-38.867
2928406;-11.009;-44.519
2928505;-12.772;-39.523
2928604;-12.547;-38.712
2928703;-12.969;-39.261
2928802;-12.43;-39.251
2928901;-12.363;-44.973
2928950;-11.503;-39.542
2929008;-12.605;-38.972
2929057;-13.402;-44.195
2929107;-12.847;-39.089
2929206;-12.628;-38.68
2929255;-11.229;-41.912
2929305;-12.433;-38.967
2929354;-15.084;-39.339
2929370;-11.412;-39.867
2929404;-13.048;-39.456
2929503;-12.513;-38.495
2929602;-12.728;-39.182
2929701;-11.6;-38.6
2929750;-12.738;-38.769
2929800;-10.941;-40.418
2929909;-12.419;-41.77
2930006;-14.573;-42.94
2930105;-10.463;-40.191
2930154;-13.572;-43.598
2930204;-9.746;-41.885
2930303;-12.761;-43.95
2930402;-12.16;-39.332
2930501;-11.664;-39.008
2930600;-11.416;-40.302
2930709;-12.784;-38.404
2930758;-13.085;-43.465
2930766;-10.35;-38.217
2930774;-9.455;-40.823
2930808;-12.089;-41.638
2930907;-12.706;-44.007
2931004;-14.021;-41.248
2931053;-13.546;-42.491
2931103;-11.979;-39.104
2931202;-13.538;-39.099
2931301;-11.847;-40.791
2931350;-17.535;-39.742
2931400;-12.303;-38.643
2931509;-11.489;-38.998
2931608;-13.602;-39.491
2931707;-12.392;-38.625
2931806;-14.976;-41.411
2931905;-10.963;-38.787
2932002;-9.842;-39.482
2932101;-13.268;-39.663
2932200;-14.313;-39.323
2932309;-14.214;-39.523
2932408;-11.337;-42.133
2932457;-10.733;-41.326
2932507;-15.293;-39.075
2932606;-14.771;-42.655
2932705;-14.593;-39.284
2932804;-12.082;-41.094
2932903;-13.37;-39.073
2933000;-11.412;-39.462
2933059;-11.607;-40.137
2933109;-11.529;-40.32
2933158;-11.259;-40.942
2933174;-12.971;-39.394
2933208;-12.96;-38.609
2933257;-17.223;-40.09
2933307;-14.866;-40.839
2933406;-12.287;-41.168
2933455;-12.12;-43.888
2933505;-13.687;-39.479
2933604;-10.822;-42.731
3100104;-18.486;-47.403
3100203;-19.16;-45.446
3100302;-20.301;-42.478
3100401;-20.363;-43.145
3100500;-19.073;-42.546
3100609;-17.996;-42.389
3100708;-20.056;-48.109
3100807;-20.943;-45.393
3100906;-17.082;-40.936
3101003;-15.747;-41.46
3101102;-19.496;-41.064
3101201;-21.976;-44.603
3101300;-22.171;-44.642
3101409;-22.201;-46.616
3101508;-21.888;-42.704
3101607;-21.429;-45.947
3101631;-21.145;-43.777
3101706;-16.184;-40.694
3101805;-18.974;-41.97
3101904;-20.864;-46.388
3102001;-21.249;-46.143
3102050;-20.434;-41.868
3102100;-21.026;-43.411
3102209;-19.417;-41.729
3102308;-20.107;-43.049
3102407;-18.736;-43.365
3102506;-20.507;-42.803
3102605;-22.068;-46.569
3102704;-15.966;-41.498
3102803;-21.74;-44.309
3102852;-17.73;-42.265
3102902;-21.318;-43.747
3103009;-19.653;-42.872
3103108;-21.016;-42.109
3103207;-19.199;-44.248
3103306;-21.343;-43.378
3103405;-16.85;-42.07
3103504;-18.649;-48.187
3103603;-21.911;-44.256
3103702;-20.667;-42.521
3103751;-18.437;-49.187
3103801;-19.034;-46.156
3103900;-19.948;-45.166
3104007;-19.593;-46.941
3104106;-21.364;-46.94
3104205;-20.282;-45.539
3104304;-21.359;-46.146
3104403;-21.61;-42.836
3104452;-17.867;-42.557
3104502;-15.917;-46.106
3104601;-21.315;-42.862
3104700;-18.044;-41.11
3104809;-18.109;-44.267
3104908;-21.959;-44.89
3105004;-19.288;-43.957
3105103;-20.006;-45.977
3105202;-15.885;-40.559
3105301;-21.728;-46.386
3105400;-19.946;-43.487
3105509;-21.245;-42.238
3105608;-21.226;-43.774
3105707;-20.283;-43.041
3105905;-21.187;-43.976
3106002;-19.83;-43.091
3106101;-21.949;-43.415
3106200;-19.817;-43.956
3106309;-19.22;-42.484
3106408;-20.408;-44.024
3106507;-16.952;-42.466
3106606;-17.063;-40.574
3106655;-15.613;-41.745
3106705;-19.968;-44.198
3106804;-21.606;-43.757
3106903;-21.725;-43.059
3107000;-18.783;-45.502
3107109;-21.09;-45.566
3107208;-22.168;-44.395
3107307;-17.108;-43.815
3107406;-19.736;-45.252
3107505;-21.947;-44.191
3107604;-21.017;-46.523
3107703;-19.704;-43.474
3107802;-19.829;-42.316
3107901;-22.471;-46.145
3108008;-21.033;-44.758
3108107;-20.327;-44.239
3108206;-16.567;-45.99
3108255;-15.323;-44.754
3108305;-22.274;-46.165
3108404;-21.633;-46.395
3108503;-16.872;-43.011
3108552;-17.01;-46.009
3108602;-16.208;-44.429
3108701;-20.921;-43.242
3108800;-19.056;-42.716
3108909;-22.474;-45.608
3109006;-20.143;-44.2
3109105;-22.441;-46.351
3109204;-17.873;-44.18
3109253;-19.407;-42.265
3109303;-15.618;-46.423
3109402;-17.351;-44.962
3109451;-16.03;-47.091
3109501;-21.472;-46.396
3109600;-19.525;-44.454
3109709;-22.355;-45.779
3109808;-18.515;-49.501
3109907;-19.295;-44.419
3110004;-19.88;-43.67
3110103;-20.696;-41.925
3110202;-20.791;-42.797
3110301;-21.924;-46.386
3110400;-20.625;-45.157
3110509;-22.755;-46.145
3110608;-22.612;-46.058
3110707;-21.852;-45.296
3110806;-18.239;-41.748
3110905;-21.836;-45.401
3111002;-21.711;-46.246
3111101;-19.536;-49.486
3111150;-16.504;-44.811
3111200;-20.897;-45.277
3111309;-21.107;-45.83
3111408;-19.761;-48.572
3111507;-19.696;-46.171
3111606;-21.235;-45.759
3111705;-20.686;-42.62
3111804;-18.725;-49.204
3111903;-21.021;-45.182
3112000;-20.767;-45.276
3112059;-18.526;-42.627
3112109;-20.521;-41.907
3112208;-20.923;-43.618
3112307;-17.691;-42.516
3112406;-20.616;-47.054
3112505;-19.549;-44.117
3112604;-18.682;-49.57
3112653;-19.067;-41.858
3112703;-16.324;-43.711
3112802;-20.615;-46.05
3112901;-20.172;-42.271
3113008;-17.189;-41.695
3113107;-20.876;-43.739
3113206;-20.954;-43.806
3113305;-20.733;-42.029
3113404;-19.79;-42.139
3113503;-17.527;-43.016
3113602;-22.043;-45.699
3113701;-17.703;-40.766
3113800;-19.089;-43.142
3113909;-21.461;-45.224
3114006;-20.558;-44.871
3114105;-22.122;-45.129
3114204;-20.184;-44.771
3114303;-19.001;-46.316
3114402;-20.972;-46.119
3114501;-20.541;-44.635
3114550;-19.698;-50.688
3114600;-21.488;-44.643
3114709;-21.778;-45.841
3114808;-22.001;-44.461
3114907;-20.793;-43.93
3115003;-18.576;-47.877
3115102;-20.583;-46.922
3115201;-21.129;-44.472
3115300;-21.389;-42.697
3115359;-20.075;-43.408
3115409;-20.69;-43.498
3115458;-17.312;-41.517
3115474;-15.358;-42.963
3115508;-21.977;-44.933
3115607;-19.148;-45.711
3115706;-18.762;-41.306
3115805;-18.584;-49.199
3115904;-21.672;-43.222
3116001;-20.044;-41.688
3116100;-17.087;-42.535
3116159;-15.306;-45.618
3116209;-22.003;-43.058
3116308;-20.905;-43.366
3116407;-20.399;-47.267
3116506;-17.08;-44.209
3116605;-20.443;-44.766
3116704;-20.857;-42.803
3116803;-18.234;-42.84
3116902;-19.698;-49.081
3117009;-16.296;-41.793
3117108;-21.094;-46.204
3117207;-22.16;-45.455
3117306;-19.915;-48.388
3117405;-19.928;-41.694
3117504;-19.037;-43.425
3117603;-19.753;-44.897
3117702;-21.881;-45.085
3117801;-22.413;-45.798
3117836;-15.294;-44.418
3117876;-19.633;-43.983
3117900;-22.153;-46.039
3118007;-20.5;-43.858
3118106;-18.807;-43.681
3118205;-19.937;-47.542
3118304;-20.66;-43.786
3118403;-19.172;-41.472
3118502;-22.551;-45.921
3118601;-19.932;-44.054
3118700;-21.189;-45.441
3118809;-16.685;-44.365
3118908;-19.125;-44.321
3119005;-21.793;-45.701
3119104;-18.381;-44.456
3119203;-18.622;-42.286
3119302;-18.473;-47.2
3119401;-19.519;-42.629
3119500;-16.619;-42.182
3119609;-21.588;-43.266
3119708;-21.024;-44.223
3119807;-19.824;-45.904
3119906;-22.63;-46.02
3119955;-20.449;-45.555
3120003;-19.832;-42.396
3120102;-18.071;-43.471
3120151;-17.237;-40.912
3120201;-20.876;-45.519
3120300;-16.8;-42.862
3120409;-20.832;-43.806
3120508;-22.212;-45.264
3120607;-20.384;-44.337
3120706;-18.946;-46.674
3120805;-21.839;-44.808
3120839;-18.969;-41.099
3120870;-15.938;-41.844
3120904;-18.756;-44.431
3121001;-18.446;-43.656
3121100;-22.509;-45.28
3121209;-20.344;-46.854
3121258;-19.977;-47.771
3121308;-21.46;-42.968
3121407;-20.66;-44.333
3121506;-21.147;-43.518
3121605;-18.249;-43.6
3121704;-20.488;-43.198
3121803;-19.843;-42.777
3121902;-20.99;-43.004
3122009;-20.614;-42.149
3122108;-18.778;-41.48
3122207;-18.804;-42.598
3122306;-20.139;-44.884
3122355;-15.726;-41.345
3122405;-21.511;-46.196
3122454;-15.726;-41
3122470;-16.652;-46.271
3122504;-19.374;-42.106
3122603;-18.967;-43.256
3122702;-20.16;-42.968
3122801;-22.254;-45.161
3122900;-21.316;-42.811
3123007;-21.109;-44.023
3123106;-19.058;-42.929
3123205;-19.463;-45.602
3123304;-20.976;-43.189
3123403;-20.287;-45.903
3123502;-18.431;-47.609
3123528;-20.203;-41.798
3123601;-21.61;-45.565
3123700;-19.219;-42.046
3123809;-17.28;-43.95
3123858;-19.625;-42.231
3123908;-20.671;-44.066
3124005;-20.84;-42.657
3124104;-19.763;-44.314
3124203;-20.65;-41.907
3124302;-14.926;-42.819
3124401;-22.046;-45.951
3124500;-22.463;-46.017
3124609;-21.742;-42.461
3124708;-19.522;-45.788
3124807;-18.746;-47.693
3124906;-21.099;-42.187
3125002;-21.551;-43.51
3125101;-22.855;-46.318
3125200;-21.406;-45.829
3125309;-20.808;-42.03
3125408;-18.077;-43.247
3125507;-18.004;-43.391
3125606;-16.639;-40.761
3125705;-18.758;-44.899
3125804;-19.154;-42.082
3125903;-19.232;-43.023
3125952;-20.726;-42.279
3126000;-19.889;-44.433
3126109;-20.464;-45.426
3126208;-14.947;-46.232
3126307;-20.849;-46.718
3126406;-19.561;-44.447
3126505;-16.993;-42.352
3126604;-17.315;-44.234
3126703;-16.476;-43.488
3126752;-17.96;-42.009
3126802;-18.066;-41.429
3126901;-18.545;-41.922
3126950;-18.168;-42.766
3127008;-20.268;-49.199
3127057;-16.891;-40.925
3127073;-16.131;-42.533
3127107;-20.025;-48.941
3127206;-19.368;-44.056
3127305;-18.999;-41.538
3127339;-15.082;-43.124
3127354;-16.85;-43.697
3127370;-18.982;-41.223
3127388;-21.537;-43.202
3127404;-22.659;-45.856
3127503;-18.822;-42.479
3127602;-18.454;-43.741
3127701;-18.851;-41.949
3127800;-16.559;-42.89
3127909;-18.494;-47.722
3128006;-18.775;-42.933
3128105;-20.762;-45.918
3128204;-20.571;-43.008
3128253;-17.014;-43.673
3128303;-21.299;-46.803
3128402;-21.352;-43.047
3128501;-21.732;-43.038
3128600;-17.771;-47.098
3128709;-21.305;-46.713
3128808;-21.152;-42.797
3128907;-18.844;-46.793
3129004;-21.008;-42.718
3129103;-19.213;-49.786
3129202;-22.067;-45.542
3129301;-19.437;-42.218
3129400;-21.43;-43.963
3129509;-19.478;-46.539
3129608;-16.861;-44.914
3129657;-15.664;-44.164
3129707;-20.462;-47.122
3129806;-20.022;-44.059
3129905;-22.061;-46.44
3130002;-21.153;-44.748
3130051;-16.217;-44.906
3130101;-20.07;-44.302
3130200;-19.955;-44.709
3130309;-20.174;-45.711
3130408;-21.17;-44.925
3130507;-20.936;-45.833
3130556;-19.597;-41.971
3130606;-22.317;-46.328
3130655;-15.492;-42.197
3130705;-19.039;-47.917
3130804;-21.401;-44.917
3130903;-19.549;-42.12
3131000;-19.491;-44.39
3131109;-18.729;-44.361
3131158;-19.414;-42.419
3131208;-19.801;-41.713
3131307;-19.468;-42.537
3131406;-18.692;-49.943
3131505;-22.099;-46.19
3131604;-18.984;-47.461
3131703;-19.619;-43.227
3131802;-18.566;-41.233
3131901;-20.253;-43.801
3132008;-17.065;-43.309
3132107;-15.102;-44.092
3132206;-20.392;-44.488
3132305;-17.402;-41.669
3132404;-22.426;-45.453
3132503;-17.857;-42.859
3132602;-21.416;-42.818
3132701;-18.031;-41.685
3132800;-19.414;-43.321
3132909;-21.078;-47.048
3133006;-22.284;-44.87
3133105;-22.296;-44.935
3133204;-19.172;-41.865
3133303;-16.562;-41.503
3133402;-19.909;-49.381
3133501;-20.473;-45.126
3133600;-22.768;-46.221
3133709;-20.197;-44.421
3133758;-20.739;-46.752
3133808;-20.075;-44.576
3133907;-20.678;-43.61
3134004;-16.613;-41.765
3134103;-19.394;-41.17
3134202;-18.969;-49.465
3134301;-21.317;-44.871
3134400;-19.728;-50.196
3134509;-21.298;-44.658
3134608;-19.514;-43.745
3134707;-16.144;-40.293
3134806;-21.017;-46.741
3134905;-22.286;-46.612
3135001;-19.649;-42.75
3135050;-15.338;-43.674
3135076;-18.463;-41.804
3135100;-15.803;-43.309
3135209;-15.488;-44.362
3135308;-20.141;-45.503
3135357;-15.995;-44.27
3135407;-20.535;-43.983
3135456;-17.083;-42.258
3135506;-20.456;-42.666
3135605;-17.236;-44.446
3135704;-19.236;-44.028
3135803;-16.434;-41.003
3135902;-21.998;-45.291
3136009;-16.654;-41.031
3136108;-19.172;-42.679
3136207;-19.81;-43.174
3136306;-17.743;-46.173
3136405;-17.758;-44.172
3136504;-15.9;-40.178
3136520;-16.907;-42.604
3136553;-18.219;-42.499
3136579;-16.547;-42.515
3136603;-19.69;-43.58
3136652;-19.952;-44.343
3136702;-21.764;-43.35
3136801;-16.848;-43.587
3136900;-21.253;-46.577
3136959;-14.263;-44.16
3137007;-17.632;-41.738
3137106;-18.178;-46.808
3137205;-20.023;-45.544
3137304;-16.983;-44.582
3137403;-20.914;-44.078
3137502;-18.779;-46.408
3137536;-17.835;-46.514
3137601;-19.627;-43.89
3137700;-20.151;-41.623
3137809;-21.976;-45.35
3137908;-20.79;-43.474
3138005;-21.374;-42.477
3138104;-17.887;-44.578
3138203;-21.245;-45
3138302;-19.718;-45.025
3138351;-17.083;-42.693
3138401;-21.532;-42.643
3138500;-22.029;-44.32
3138609;-21.843;-43.793
3138625;-19.551;-50.581
3138658;-15.903;-44.305
3138674;-20.44;-42.103
3138682;-16.118;-44.589
3138708;-21.511;-44.903
3138807;-19.801;-45.686
3138906;-17.077;-40.716
3139003;-21.675;-45.92
3139102;-21.483;-44.33
3139201;-17.842;-42.077
3139250;-15.05;-42.949
3139300;-14.756;-43.932
3139409;-20.258;-42.034
3139508;-20.358;-41.958
3139607;-18.782;-40.98
3139706;-19.516;-44.676
3139805;-21.867;-43.01
3139904;-22.308;-45.375
3140001;-20.378;-43.416
3140100;-18.508;-42.084
3140159;-20.056;-44.188
3140209;-21.698;-42.959
3140308;-19.712;-42.732
3140407;-22.449;-45.165
3140506;-19.332;-45.237
3140530;-20.257;-41.877
3140555;-15.686;-40.741
3140605;-18.474;-43.06
3140704;-19.986;-44.428
3140803;-21.869;-43.319
3140852;-14.855;-43.922
3140902;-20.284;-42.341
3141009;-15.397;-42.866
3141108;-19.558;-44.081
3141207;-19.223;-45.969
3141306;-19.996;-46.226
3141405;-16.223;-41.477
3141504;-18.661;-41.405
3141603;-21.194;-43.341
3141702;-19.223;-42.607
3141801;-17.219;-42.59
3141900;-21.682;-44.604
3142007;-16.263;-44.164
3142106;-20.891;-42.343
3142205;-21.195;-42.614
3142254;-14.741;-44.404
3142304;-20.333;-44.053
3142403;-19.843;-45.411
3142502;-18.325;-44.119
3142601;-21.758;-45.541
3142700;-14.423;-44.366
3142809;-18.871;-48.881
3142908;-15.155;-42.875
3143005;-21.326;-46.368
3143104;-18.725;-47.499
3143153;-16.866;-41.255
3143203;-21.19;-46.98
3143302;-16.735;-43.862
3143401;-22.433;-46.573
3143450;-15.172;-42.497
3143500;-18.604;-45.357
3143609;-18.547;-44.603
3143708;-19.216;-43.376
3143807;-22.613;-46.361
3143906;-21.131;-42.366
3144003;-19.8;-41.438
3144102;-21.376;-46.526
3144201;-18.459;-42.249
3144300;-17.839;-40.354
3144359;-19.23;-42.328
3144375;-16.504;-46.493
3144409;-22.12;-45.512
3144508;-21.216;-44.611
3144607;-21.236;-45.236
3144656;-15.321;-41.754
3144672;-18.475;-41.017
3144706;-19.75;-43.038
3144805;-19.986;-43.847
3144904;-18.437;-41.501
3145000;-19.136;-47.683
3145059;-15.803;-43.301
3145109;-21.126;-46.42
3145208;-19.876;-44.984
3145307;-17.468;-41.875
3145356;-17.415;-41.215
3145372;-16.017;-42.408
3145406;-21.861;-43.937
3145455;-17.397;-43.573
3145505;-22.068;-45.264
3145604;-20.696;-44.827
3145703;-21.339;-43.456
3145802;-19.73;-44.807
3145851;-20.431;-42.806
3145877;-20.506;-42.21
3145901;-20.521;-43.692
3146008;-22.283;-46.369
3146107;-20.288;-43.508
3146206;-18.071;-41.27
3146255;-16.364;-42.515
3146305;-17.072;-41.524
3146404;-18.908;-45.532
3146503;-20.371;-45.661
3146552;-15.517;-43.065
3146602;-21.289;-43.416
3146701;-21.375;-42.314
3146750;-16.735;-40.42
3146909;-19.449;-44.748
3147006;-17.222;-46.875
3147105;-19.86;-44.608
3147204;-21.547;-45.738
3147303;-22.554;-45.78
3147402;-19.274;-44.404
3147501;-19.353;-43.136
3147600;-22.39;-44.967
3147709;-20.651;-44.496
3147808;-22.209;-44.234
3147907;-20.719;-46.61
3147956;-16.076;-44.082
3148004;-18.579;-46.518
3148103;-18.944;-46.993
3148202;-21.153;-42.215
3148301;-20.874;-42.98
3148400;-18.427;-42.868
3148509;-17.428;-40.999
3148608;-18.549;-42.557
3148707;-16.005;-41.297
3148756;-20.521;-42.33
3148806;-20.597;-42.714
3148905;-20.258;-45.209
3149002;-20.83;-42.154
3149101;-22.243;-45.466
3149150;-15.607;-44.391
3149200;-19.228;-47.462
3149309;-19.618;-44.043
3149408;-21.706;-43.746
3149507;-21.834;-43.121
3149606;-19.633;-44.659
3149705;-19.953;-45.084
3149804;-19.353;-47.293
3149903;-21.091;-45.091
3149952;-19.158;-42.234
3150000;-18.357;-41.598
3150109;-21.509;-43.323
3150158;-19.759;-42.076
3150208;-20.245;-42.734
3150307;-21.469;-44.196
3150406;-20.471;-44.227
3150505;-20.484;-45.799
3150539;-19.727;-42.408
3150570;-16.059;-45.156
3150604;-20.508;-44.483
3150703;-19.907;-48.701
3150802;-20.685;-43.3
3150901;-22.528;-45.495
3151008;-22.401;-45.532
3151107;-21.656;-42.346
3151206;-17.345;-44.942
3151305;-21.276;-43.026
3151404;-19.683;-44.89
3151503;-20.465;-45.958
3151602;-20.138;-48.702
3151701;-21.781;-45.965
3151800;-21.788;-46.561
3151909;-19.62;-41.637
3152006;-19.224;-44.935
3152105;-20.416;-42.909
3152131;-16.631;-45.066
3152170;-16.753;-41.504
3152204;-15.743;-43.028
3152303;-20.673;-43.084
3152402;-17.807;-41.786
3152501;-22.23;-45.936
3152600;-22.194;-44.973
3152709;-21.058;-44.08
3152808;-19.307;-48.924
3152907;-20.745;-46.861
3153004;-19.751;-46.378
3153103;-20.769;-43.188
3153202;-18.637;-44.058
3153301;-18.614;-43.562
3153400;-18.418;-46.418
3153509;-20.424;-41.966
3153608;-19.482;-44.155
3153707;-19.274;-45.557
3153806;-20.74;-43.884
3153905;-19.967;-43.804
3154002;-20.102;-42.453
3154101;-21.525;-42.469
3154150;-20.24;-41.983
3154200;-20.922;-44.238
3154309;-19.326;-41.255
3154408;-21.063;-43.763
3154457;-16.23;-45.992
3154507;-16.006;-43.049
3154606;-19.767;-44.087
3154705;-21.191;-45.062
3154804;-20.088;-43.789
3154903;-20.226;-42.651
3155009;-20.242;-42.907
3155108;-16.608;-40.57
3155207;-20.855;-43.474
3155306;-20.265;-44.308
3155405;-21.458;-43.125
3155504;-19.194;-46.247
3155603;-15.61;-42.54
3155702;-19.929;-43.174
3155801;-21.275;-43.179
3155900;-22.089;-43.828
3156007;-18.294;-43.009
3156106;-21.022;-44.318
3156205;-21.63;-43.02
3156304;-21.2;-42.865
3156403;-18.883;-47.586
3156452;-20.979;-42.512
3156502;-16.408;-42.263
3156601;-16.375;-40.538
3156700;-19.886;-43.807
3156809;-18.666;-43.084
3156908;-19.865;-47.44
3157005;-16.17;-42.29
3157104;-16.003;-39.947
3157203;-19.959;-43.415
3157252;-19.978;-42.14
3157278;-21.959;-43.702
3157302;-21.246;-43.559
3157336;-21.12;-44.223
3157377;-16.098;-41.746
3157401;-20.236;-42.814
3157500;-18.827;-42.448
3157609;-16.69;-45.414
3157658;-16.983;-40.686
3157708;-19.309;-47.525
3157807;-19.77;-43.851
3157906;-20.384;-42.251
3158003;-19.449;-43.113
3158102;-16.249;-40.149
3158201;-18.19;-42.414
3158300;-21.249;-45.507
3158409;-21.287;-42.557
3158508;-19.006;-44.043
3158607;-21.95;-43.166
3158706;-21.601;-44.104
3158805;-20.898;-45.131
3158904;-20.108;-41.925
3158953;-19.364;-42.569
3159001;-19.169;-43.714
3159100;-20.788;-43.692
3159209;-22.029;-46.337
3159308;-22.149;-44.095
3159357;-19.875;-42.132
3159407;-21.563;-43.915
3159506;-19.36;-41.38
3159605;-22.252;-45.703
3159704;-19.53;-45.966
3159803;-18.839;-50.121
3159902;-20.946;-44.919
3160009;-21.758;-42.816
3160108;-20.314;-42.609
3160207;-18.466;-43.307
3160306;-16.534;-40.176
3160405;-20.087;-45.294
3160454;-15.339;-42.624
3160504;-19.228;-43.254
3160603;-18.297;-44.223
3160702;-21.457;-43.553
3160801;-21.582;-45.076
3160900;-20.625;-43.949
3160959;-19.527;-42.011
3161007;-19.865;-42.968
3161056;-18.591;-41.486
3161106;-15.949;-44.864
3161205;-20.71;-44.985
3161304;-19.863;-49.774
3161403;-20.789;-42.268
3161502;-20.923;-42.834
3161601;-18.836;-42.288
3161650;-18.9;-41.36
3161700;-18.338;-45.833
3161809;-19.983;-44.859
3161908;-19.826;-43.362
3162005;-21.892;-45.595
3162104;-19.311;-46.049
3162203;-20.641;-46.506
3162252;-16.853;-44.352
3162302;-21.93;-45.929
3162401;-15.929;-44.008
3162450;-14.884;-44.091
3162500;-21.136;-44.262
3162559;-20.394;-42.151
3162575;-18.721;-41.16
3162609;-19.339;-42.158
3162658;-16.542;-44.516
3162708;-15.314;-42.014
3162807;-18.548;-42.763
3162906;-21.54;-43.011
3162922;-20.049;-44.274
3162948;-20.718;-46.311
3162955;-19.701;-43.955
3163003;-18.324;-42.143
3163102;-19.71;-44.557
3163201;-22.329;-45.526
3163300;-18.479;-41.389
3163409;-19.929;-42.705
3163508;-18.275;-42.67
3163607;-20.005;-41.745
3163706;-22.116;-45.054
3163805;-20.707;-42.719
3163904;-21.127;-46.615
3164001;-20.17;-42.524
3164100;-18.366;-42.603
3164209;-16.369;-45.069
3164308;-20.245;-46.366
