cod.ibge;cod.tse;ano;uf.sigla;munic;cod.ibge7
110001;310;2002;RO;ALTA FLORESTA DO OESTE;1100015
110001;310;2010;RO;ALTA FLORESTA DO OESTE;1100015
110001;310;1998;RO;ALTA FLORESTA DO OESTE;1100015
110001;310;2006;RO;ALTA FLORESTA DO OESTE;1100015
110002;78;2006;RO;ARIQUEMES;1100023
110002;78;2002;RO;ARIQUEMES;1100023
110002;78;1998;RO;ARIQUEMES;1100023
110002;78;2010;RO;ARIQUEMES;1100023
110003;450;2002;RO;CABIXI;1100031
110003;450;1998;RO;CABIXI;1100031
110003;450;2010;RO;CABIXI;1100031
110003;450;2006;RO;CABIXI;1100031
110004;94;2002;RO;CACOAL;1100049
110004;94;2006;RO;CACOAL;1100049
110004;94;2010;RO;CACOAL;1100049
110004;94;1998;RO;CACOAL;1100049
110005;272;2010;RO;CEREJEIRAS;1100056
110005;272;2006;RO;CEREJEIRAS;1100056
110005;272;1998;RO;CEREJEIRAS;1100056
110005;272;2002;RO;CEREJEIRAS;1100056
110006;230;2002;RO;COLORADO DO OESTE;1100064
110006;230;2010;RO;COLORADO DO OESTE;1100064
110006;230;2006;RO;COLORADO DO OESTE;1100064
110006;230;1998;RO;COLORADO DO OESTE;1100064
110007;655;2006;RO;CORUMBIARA;1100072
110007;655;1998;RO;CORUMBIARA;1100072
110007;655;2002;RO;CORUMBIARA;1100072
110007;655;2010;RO;CORUMBIARA;1100072
110008;213;2010;RO;COSTA MARQUES;1100080
110008;213;1998;RO;COSTA MARQUES;1100080
110008;213;2006;RO;COSTA MARQUES;1100080
110008;213;2002;RO;COSTA MARQUES;1100080
110009;256;2002;RO;ESPIGAO D'OESTE;1100098
110009;256;2010;RO;ESPIGÃO DO OESTE;1100098
110009;256;1998;RO;ESPIGAO D'OESTE;1100098
110009;256;2006;RO;ESPIGÃO DO OESTE;1100098
110010;19;2002;RO;GUAJARA MIRIM;1100106
110010;19;1998;RO;GUAJARA MIRIM;1100106
110010;19;2010;RO;GUAJARÁ-MIRIM;1100106
110010;19;2006;RO;GUAJARÁ-MIRIM;1100106
110011;159;2006;RO;JARU;1100114
110011;159;2002;RO;JARU;1100114
110011;159;2010;RO;JARU;1100114
110011;159;1998;RO;JARU;1100114
110012;51;2002;RO;JI PARANA;1100122
110012;51;1998;RO;JI PARANA;1100122
110012;51;2010;RO;JI-PARANÁ;1100122
110012;51;2006;RO;JI-PARANÁ;1100122
110013;396;2010;RO;MACHADINHO DO OESTE;1100130
110013;396;1998;RO;MACHADINHO DO OESTE;1100130
110013;396;2002;RO;MACHADINHO DO OESTE;1100130
110013;396;2006;RO;MACHADINHO DO OESTE;1100130
110014;370;2002;RO;NOVA BRASILANDIA;1100148
110014;370;2006;RO;NOVA BRASILÂNDIA;1100148
110014;370;1998;RO;NOVA BRASILANDIA;1100148
110014;370;2010;RO;NOVA BRASILÂNDIA DO OESTE;1100148
110015;175;2010;RO;OURO PRETO DO OESTE;1100155
110015;175;2002;RO;OURO PRETO DO OESTE;1100155
110015;175;1998;RO;OURO PRETO DO OESTE;1100155
110015;175;2006;RO;OURO PRETO DO OESTE;1100155
110018;116;2002;RO;PIMENTA BUENO;1100189
110018;116;2006;RO;PIMENTA BUENO;1100189
110018;116;1998;RO;PIMENTA BUENO;1100189
110018;116;2010;RO;PIMENTA BUENO;1100189
110020;35;2010;RO;PORTO VELHO;1100205
110020;35;2002;RO;PORTO VELHO;1100205
110020;35;2006;RO;PORTO VELHO;1100205
110020;35;1998;RO;PORTO VELHO;1100205
110025;191;2010;RO;PRESIDENTE MÉDICI;1100254
110025;191;1998;RO;PRESIDENTE MEDICI;1100254
110025;191;2006;RO;PRESIDENTE MÉDICI;1100254
110025;191;2002;RO;PRESIDENTE MEDICI;1100254
110026;647;2002;RO;RIO CRESPO;1100262
110026;647;2010;RO;RIO CRESPO;1100262
110026;647;1998;RO;RIO CRESPO;1100262
110026;647;2006;RO;RIO CRESPO;1100262
110028;299;2006;RO;ROLIM DE MOURA;1100288
110028;299;2010;RO;ROLIM DE MOURA;1100288
110028;299;2002;RO;ROLIM DE MOURA;1100288
110028;299;1998;RO;ROLIM DE MOURA;1100288
110029;353;2002;RO;SANTA LUZIA DO OESTE;1100296
110029;353;2006;RO;SANTA LUZIA DO OESTE;1100296
110029;353;1998;RO;SANTA LUZIA DO OESTE;1100296
110029;353;2010;RO;SANTA LUZIA DO OESTE;1100296
110030;132;2006;RO;VILHENA;1100304
110030;132;1998;RO;VILHENA;1100304
110030;132;2010;RO;VILHENA;1100304
110030;132;2002;RO;VILHENA;1100304
110032;418;2002;RO;SAO MIGUEL DO GUAPORE;1100320
110032;418;2006;RO;SÃO MIGUEL DO GUAPORÉ;1100320
110032;418;1998;RO;SAO MIGUEL DO GUAPORE;1100320
110032;418;2010;RO;SÃO MIGUEL DO GUAPORÉ;1100320
110033;434;2002;RO;NOVA MAMORE;1100338
110033;434;2006;RO;NOVA MAMORÉ;1100338
110033;434;1998;RO;NOVA MAMORE;1100338
110033;434;2010;RO;NOVA MAMORÉ;1100338
110034;337;2010;RO;ALVORADA DO OESTE;1100346
110034;337;2006;RO;ALVORADA DO OESTE;1100346
110034;337;2002;RO;ALVORADA DO OESTE;1100346
110034;337;1998;RO;ALVORADA DO OESTE;1100346
110037;736;2006;RO;ALTO ALEGRE DOS PARECIS;1100379
110037;736;2010;RO;ALTO ALEGRE DOS PARECIS;1100379
110037;736;2002;RO;ALTO ALEGRE DOS PARECIS;1100379
110037;736;1998;RO;ALTO ALEGRE DOS PARECIS;1100379
110040;639;2010;RO;ALTO PARAÍSO;1100403
110040;639;2002;RO;ALTO PARAISO;1100403
110040;639;1998;RO;ALTO PARAISO;1100403
110040;639;2006;RO;ALTO PARAÍSO;1100403
110045;779;2002;RO;BURITIS;1100452
110045;779;2010;RO;BURITIS;1100452
110045;779;1998;RO;BURITIS;1100452
110045;779;2006;RO;BURITIS;1100452
110050;515;2010;RO;NOVO HORIZONTE DO OESTE;1100502
110050;515;2006;RO;NOVO HORIZONTE DO OESTE;1100502
110050;515;2002;RO;NOVO HORIZONTE DO OESTE;1100502
110050;515;1998;RO;NOVO HORIZONTE DO OESTE;1100502
110060;620;2010;RO;CACAULÂNDIA;1100601
110060;620;1998;RO;CACAULANDIA;1100601
110060;620;2002;RO;CACAULANDIA;1100601
110060;620;2006;RO;CACAULÂNDIA;1100601
110070;671;2010;RO;CAMPO NOVO DE RONDÔNIA;1100700
110070;671;2006;RO;CAMPO NOVO DE RONDÔNIA;1100700
110070;671;1998;RO;CAMPO NOVO DE RONDONIA;1100700
110070;671;2002;RO;CAMPO NOVO DE RONDONIA;1100700
110080;477;2002;RO;CANDEIAS DO JAMARI;1100809
110080;477;2010;RO;CANDEIAS DO JAMARI;1100809
110080;477;1998;RO;CANDEIAS DO JAMARI;1100809
110080;477;2006;RO;CANDEIAS DO JAMARI;1100809
110090;531;1998;RO;CASTANHEIRAS;1100908
110090;531;2010;RO;CASTANHEIRAS;1100908
110090;531;2006;RO;CASTANHEIRAS;1100908
110090;531;2002;RO;CASTANHEIRAS;1100908
110092;809;2002;RO;CHUPINGUAIA;1100924
110092;809;2006;RO;CHUPINGUAIA;1100924
110092;809;2010;RO;CHUPINGUAIA;1100924
110092;809;1998;RO;CHUPINGUAIA;1100924
110094;680;2002;RO;CUJUBIM;1100940
110094;680;2006;RO;CUJUBIM;1100940
110094;680;2010;RO;CUJUBIM;1100940
110094;680;1998;RO;CUJUBIM;1100940
110100;612;2010;RO;GOVERNADOR JORGE TEIXEIRA;1101005
110100;612;1998;RO;GOVERNADOR JORGE TEIXEIRA;1101005
110100;612;2006;RO;GOVERNADOR JORGE TEIXEIRA;1101005
110100;612;2002;RO;GOVERNADOR JORGE TEIXEIRA;1101005
110110;493;2002;RO;ITAPUA DO OESTE;1101104
110110;493;1998;RO;ITAPUA DO OESTE;1101104
110110;493;2006;RO;ITAPUÃ DO OESTE;1101104
110110;493;2010;RO;ITAPUÃ DO OESTE;1101104
110120;604;2010;RO;MINISTRO ANDREAZZA;1101203
110120;604;2002;RO;MINISTRO ANDREAZZA;1101203
110120;604;2006;RO;MINISTRO ANDREAZZA;1101203
110120;604;1998;RO;MINISTRO ANDREAZZA;1101203
110130;574;1998;RO;MIRANTE DA SERRA;1101302
110130;574;2006;RO;MIRANTE DA SERRA;1101302
110130;574;2002;RO;MIRANTE DA SERRA;1101302
110130;574;2010;RO;MIRANTE DA SERRA;1101302
110140;663;2010;RO;MONTE NEGRO;1101401
110140;663;1998;RO;MONTE NEGRO;1101401
110140;663;2006;RO;MONTE NEGRO;1101401
110140;663;2002;RO;MONTE NEGRO;1101401
110143;744;1998;RO;NOVA UNIAO;1101435
110143;744;2002;RO;NOVA UNIAO;1101435
110143;744;2006;RO;NOVA UNIÃO;1101435
110143;744;2010;RO;NOVA UNIÃO;1101435
110145;701;1998;RO;PARECIS;1101450
110145;701;2010;RO;PARECIS;1101450
110145;701;2002;RO;PARECIS;1101450
110145;701;2006;RO;PARECIS;1101450
110146;787;2010;RO;PIMENTEIRAS DO OESTE;1101468
110146;787;2002;RO;PIMENTEIRAS DO OESTE;1101468
110146;787;2006;RO;PIMENTEIRAS DO OESTE;1101468
110146;787;1998;RO;PIMENTEIRAS DO OESTE;1101468
110147;728;1998;RO;PRIMAVERA DE RONDONIA;1101476
110147;728;2010;RO;PRIMAVERA DE RONDÔNIA;1101476
110147;728;2002;RO;PRIMAVERA DE RONDONIA;1101476
110147;728;2006;RO;PRIMAVERA DE RONDÔNIA;1101476
110148;710;2010;RO;SÃO FELIPE DO OESTE;1101484
110148;710;1998;RO;SAO FELIPE D OESTE;1101484
110148;710;2006;RO;SÃO FELIPE DO OESTE;1101484
110148;710;2002;RO;SAO FELIPE D OESTE;1101484
110149;795;2006;RO;SÃO FRANCISCO DO GUAPORÉ;1101492
110149;795;2002;RO;SAO FRANCISCO DO GUAPORE;1101492
110149;795;1998;RO;SAO FRANCISCO DO GUAPORE;1101492
110149;795;2010;RO;SÃO FRANCISCO DO GUAPORÉ;1101492
110150;582;2010;RO;SERINGUEIRAS;1101500
110150;582;2002;RO;SERINGUEIRAS;1101500
110150;582;2006;RO;SERINGUEIRAS;1101500
110150;582;1998;RO;SERINGUEIRAS;1101500
110155;752;2002;RO;TEIXEIROPOLIS;1101559
110155;752;2006;RO;TEIXEIRÓPOLIS;1101559
110155;752;2010;RO;TEIXEIRÓPOLIS;1101559
110155;752;1998;RO;TEIXEIROPOLIS;1101559
110160;590;2010;RO;THEOBROMA;1101609
110160;590;2002;RO;THEOBROMA;1101609
110160;590;2006;RO;THEOBROMA;1101609
110160;590;1998;RO;THEOBROMA;1101609
110170;566;2006;RO;URUPÁ;1101708
110170;566;1998;RO;URUPA;1101708
110170;566;2002;RO;URUPA;1101708
110170;566;2010;RO;URUPÁ;1101708
110175;698;2006;RO;VALE DO ANARI;1101757
110175;698;1998;RO;VALE DO ANARI;1101757
110175;698;2002;RO;VALE DO ANARI;1101757
110175;698;2010;RO;VALE DO ANARI;1101757
110180;558;2002;RO;VALE DO PARAISO;1101807
110180;558;2010;RO;VALE DO PARAÍSO;1101807
110180;558;1998;RO;VALE DO PARAISO;1101807
110180;558;2006;RO;VALE DO PARAÍSO;1101807
120001;1120;2002;AC;ACRELANDIA;1200013
120001;1120;1998;AC;ACRELANDIA;1200013
120001;1120;2006;AC;ACRELÂNDIA;1200013
120001;1120;2010;AC;ACRELÂNDIA;1200013
120005;1570;1998;AC;ASSIS BRASIL;1200054
120005;1570;2006;AC;ASSIS BRASIL;1200054
120005;1570;2010;AC;ASSIS BRASIL;1200054
120005;1570;2002;AC;ASSIS BRASIL;1200054
120010;1058;2010;AC;BRASILÉIA;1200104
120010;1058;2002;AC;BRASILEIA;1200104
120010;1058;2006;AC;BRASILÉIA;1200104
120010;1058;1998;AC;BRASILEIA;1200104
120013;1007;1998;AC;BUJARI;1200138
120013;1007;2002;AC;BUJARI;1200138
120013;1007;2006;AC;BUJARI;1200138
120013;1007;2010;AC;BUJARI;1200138
120017;1015;2006;AC;CAPIXABA;1200179
120017;1015;2002;AC;CAPIXABA;1200179
120017;1015;1998;AC;CAPIXABA;1200179
120017;1015;2010;AC;CAPIXABA;1200179
120020;1074;2002;AC;CRUZEIRO DO SUL;1200203
120020;1074;2010;AC;CRUZEIRO DO SUL;1200203
120020;1074;1998;AC;CRUZEIRO DO SUL;1200203
120020;1074;2006;AC;CRUZEIRO DO SUL;1200203
120025;1112;2002;AC;EPITACIOLANDIA;1200252
120025;1112;2010;AC;EPITACIOLÂNDIA;1200252
120025;1112;2006;AC;EPITACIOLÂNDIA;1200252
120025;1112;1998;AC;EPITACIOLANDIA;1200252
120030;1139;2002;AC;FEIJO;1200302
120030;1139;2010;AC;FEIJÓ;1200302
120030;1139;1998;AC;FEIJO;1200302
120030;1139;2006;AC;FEIJÓ;1200302
120032;1104;1998;AC;JORDAO;1200328
120032;1104;2006;AC;JORDÃO;1200328
120032;1104;2010;AC;JORDÃO;1200328
120032;1104;2002;AC;JORDAO;1200328
120033;1090;2002;AC;MANCIO LIMA;1200336
120033;1090;2006;AC;MÂNCIO LIMA;1200336
120033;1090;1998;AC;MANCIO LIMA;1200336
120033;1090;2010;AC;MÂNCIO LIMA;1200336
120034;1554;2002;AC;MANUEL URBANO;1200344
120034;1554;2006;AC;MANUEL URBANO;1200344
120034;1554;1998;AC;MANUEL URBANO;1200344
120034;1554;2010;AC;MANOEL URBANO;1200344
120035;1040;1998;AC;MARECHAL THAUMATURGO;1200351
120035;1040;2006;AC;MARECHAL THAUMATURGO;1200351
120035;1040;2002;AC;MARECHAL THAUMATURGO;1200351
120035;1040;2010;AC;MARECHAL THAUMATURGO;1200351
120038;1511;2002;AC;PLACIDO DE CASTRO;1200385
120038;1511;2006;AC;PLÁCIDO DE CASTRO;1200385
120038;1511;2010;AC;PLÁCIDO DE CASTRO;1200385
120038;1511;1998;AC;PLACIDO DE CASTRO;1200385
120039;1066;1998;AC;PORTO WALTER;1200393
120039;1066;2010;AC;PORTO WALTER;1200393
120039;1066;2002;AC;PORTO WALTER;1200393
120039;1066;2006;AC;PORTO WALTER;1200393
120040;1392;2002;AC;RIO BRANCO;1200401
120040;1392;2006;AC;RIO BRANCO;1200401
120040;1392;2010;AC;RIO BRANCO;1200401
120040;1392;1998;AC;RIO BRANCO;1200401
120042;1082;2010;AC;RODRIGUES ALVES;1200427
120042;1082;1998;AC;RODRIGUES ALVES;1200427
120042;1082;2002;AC;RODRIGUES ALVES;1200427
120042;1082;2006;AC;RODRIGUES ALVES;1200427
120043;1031;2010;AC;SANTA ROSA DO PURUS;1200435
120043;1031;2002;AC;SANTA ROSA;1200435
120043;1031;2006;AC;SANTA ROSA;1200435
120043;1031;1998;AC;SANTA ROSA;1200435
120045;1538;2002;AC;SENADOR GUIOMARD;1200450
120045;1538;2010;AC;SENADOR GUIOMARD;1200450
120045;1538;1998;AC;SENADOR GUIOMARD;1200450
120045;1538;2006;AC;SENADOR GUIOMARD;1200450
120050;1457;2006;AC;SENA MADUREIRA;1200500
120050;1457;1998;AC;SENA MADUREIRA;1200500
120050;1457;2002;AC;SENA MADUREIRA;1200500
120050;1457;2010;AC;SENA MADUREIRA;1200500
120060;1473;2010;AC;TARAUACÁ;1200609
120060;1473;2002;AC;TARAUACA;1200609
120060;1473;2006;AC;TARAUACÁ;1200609
120060;1473;1998;AC;TARAUACA;1200609
120070;1490;1998;AC;XAPURI;1200708
120070;1490;2002;AC;XAPURI;1200708
120070;1490;2006;AC;XAPURI;1200708
120070;1490;2010;AC;XAPURI;1200708
120080;1023;1998;AC;PORTO ACRE;1200807
120080;1023;2006;AC;PORTO ACRE;1200807
120080;1023;2002;AC;PORTO ACRE;1200807
120080;1023;2010;AC;PORTO ACRE;1200807
130002;2895;2006;AM;ALVARÃES;1300029
130002;2895;1998;AM;ALVARAES;1300029
130002;2895;2010;AM;ALVARÃES;1300029
130002;2895;2002;AM;ALVARAES;1300029
130006;2917;1998;AM;AMATURA;1300060
130006;2917;2006;AM;AMATURÁ;1300060
130006;2917;2002;AM;AMATURA;1300060
130006;2917;2010;AM;AMATURÁ;1300060
130008;2933;2010;AM;ANAMÃ;1300086
130008;2933;2002;AM;ANAMA;1300086
130008;2933;1998;AM;ANAMA;1300086
130008;2933;2006;AM;ANAMÃ;1300086
130010;2038;2010;AM;ANORI;1300102
130010;2038;2002;AM;ANORI;1300102
130010;2038;2006;AM;ANORI;1300102
130010;2038;1998;AM;ANORI;1300102
130014;2003;2002;AM;APUI;1300144
130014;2003;2006;AM;APUÍ;1300144
130014;2003;2010;AM;APUÍ;1300144
130014;2003;1998;AM;APUI;1300144
130020;2054;2002;AM;ATALAIA DO NORTE;1300201
130020;2054;1998;AM;ATALAIA DO NORTE;1300201
130020;2054;2010;AM;ATALAIA DO NORTE;1300201
130020;2054;2006;AM;ATALAIA DO NORTE;1300201
130030;2070;1998;AM;AUTAZES;1300300
130030;2070;2006;AM;AUTAZES;1300300
130030;2070;2002;AM;AUTAZES;1300300
130030;2070;2010;AM;AUTAZES;1300300
130040;2097;2006;AM;BARCELOS;1300409
130040;2097;1998;AM;BARCELOS;1300409
130040;2097;2002;AM;BARCELOS;1300409
130040;2097;2010;AM;BARCELOS;1300409
130050;2119;1998;AM;BARREIRINHA;1300508
130050;2119;2002;AM;BARREIRINHA;1300508
130050;2119;2010;AM;BARREIRINHA;1300508
130050;2119;2006;AM;BARREIRINHA;1300508
130060;2135;2010;AM;BENJAMIN CONSTANT;1300607
130060;2135;2006;AM;BENJAMIN CONSTANT;1300607
130060;2135;2002;AM;BENJAMIN CONSTANT;1300607
130060;2135;1998;AM;BENJAMIN CONSTANT;1300607
130063;2950;2006;AM;BERURI;1300631
130063;2950;2002;AM;BERURI;1300631
130063;2950;1998;AM;BERURI;1300631
130063;2950;2010;AM;BERURI;1300631
130068;2976;2006;AM;BOA VISTA DO RAMOS;1300680
130068;2976;2002;AM;BOA VISTA DE RAMOS;1300680
130068;2976;1998;AM;BOA VISTA DE RAMOS;1300680
130068;2976;2010;AM;BOA VISTA DO RAMOS;1300680
130070;2151;2002;AM;BOCA DO ACRE;1300706
130070;2151;2010;AM;BOCA DO ACRE;1300706
130070;2151;2006;AM;BOCA DO ACRE;1300706
130070;2151;1998;AM;BOCA DO ACRE;1300706
130080;2178;1998;AM;BORBA;1300805
130080;2178;2002;AM;BORBA;1300805
130080;2178;2006;AM;BORBA;1300805
130080;2178;2010;AM;BORBA;1300805
130083;2992;2006;AM;CAAPIRANGA;1300839
130083;2992;2010;AM;CAAPIRANGA;1300839
130083;2992;1998;AM;CAAPIRANGA;1300839
130083;2992;2002;AM;CAAPIRANGA;1300839
130090;2194;2010;AM;CANUTAMA;1300904
130090;2194;1998;AM;CANUTAMA;1300904
130090;2194;2006;AM;CANUTAMA;1300904
130090;2194;2002;AM;CANUTAMA;1300904
130100;2216;1998;AM;CARAUARI;1301001
130100;2216;2010;AM;CARAUARI;1301001
130100;2216;2002;AM;CARAUARI;1301001
130100;2216;2006;AM;CARAUARI;1301001
130110;2232;2010;AM;CAREIRO;1301100
130110;2232;2002;AM;CAREIRO;1301100
130110;2232;2006;AM;CAREIRO;1301100
130110;2232;1998;AM;CAREIRO;1301100
130115;2046;2010;AM;CAREIRO DA VÁRZEA;1301159
130115;2046;2002;AM;CAREIRO DA VARZEA;1301159
130115;2046;1998;AM;CAREIRO DA VARZEA;1301159
130115;2046;2006;AM;CAREIRO DA VÁRZEA;1301159
130120;2259;1998;AM;COARI;1301209
130120;2259;2002;AM;COARI;1301209
130120;2259;2006;AM;COARI;1301209
130120;2259;2010;AM;COARI;1301209
130130;2275;2010;AM;CODAJÁS;1301308
130130;2275;1998;AM;CODAJAS;1301308
130130;2275;2002;AM;CODAJAS;1301308
130130;2275;2006;AM;CODAJÁS;1301308
130140;2291;2002;AM;EIRUNEPE;1301407
130140;2291;2010;AM;EIRUNEPÉ;1301407
130140;2291;2006;AM;EIRUNEPÉ;1301407
130140;2291;1998;AM;EIRUNEPE;1301407
130150;2313;2010;AM;ENVIRA;1301506
130150;2313;2002;AM;ENVIRA;1301506
130150;2313;2006;AM;ENVIRA;1301506
130150;2313;1998;AM;ENVIRA;1301506
130160;2330;1998;AM;FONTE BOA;1301605
130160;2330;2002;AM;FONTE BOA;1301605
130160;2330;2010;AM;FONTE BOA;1301605
130160;2330;2006;AM;FONTE BOA;1301605
130165;2020;1998;AM;GUAJARA;1301654
130165;2020;2006;AM;GUAJARÁ;1301654
130165;2020;2002;AM;GUAJARA;1301654
130165;2020;2010;AM;GUAJARÁ;1301654
130170;2356;1998;AM;HUMAITA;1301704
130170;2356;2002;AM;HUMAITA;1301704
130170;2356;2006;AM;HUMAITÁ;1301704
130170;2356;2010;AM;HUMAITÁ;1301704
130180;2399;2002;AM;IPIXUNA;1301803
130180;2399;1998;AM;IPIXUNA;1301803
130180;2399;2010;AM;IPIXUNA;1301803
130180;2399;2006;AM;IPIXUNA;1301803
130185;98353;2002;AM;IRANDUBA;1301852
130185;98353;2010;AM;IRANDUBA;1301852
130185;98353;2006;AM;IRANDUBA;1301852
130185;98353;1998;AM;IRANDUBA;1301852
130190;2410;2006;AM;ITACOATIARA;1301902
130190;2410;2010;AM;ITACOATIARA;1301902
130190;2410;2002;AM;ITACOATIARA;1301902
130190;2410;1998;AM;ITACOATIARA;1301902
130195;98370;1998;AM;ITAMARATI;1301951
130195;98370;2010;AM;ITAMARATI;1301951
130195;98370;2006;AM;ITAMARATI;1301951
130195;98370;2002;AM;ITAMARATI;1301951
130200;2437;2002;AM;ITAPIRANGA;1302009
130200;2437;2010;AM;ITAPIRANGA;1302009
130200;2437;1998;AM;ITAPIRANGA;1302009
130200;2437;2006;AM;ITAPIRANGA;1302009
130210;2453;1998;AM;JAPURA;1302108
130210;2453;2010;AM;JAPURÁ;1302108
130210;2453;2002;AM;JAPURA;1302108
130210;2453;2006;AM;JAPURÁ;1302108
130220;2470;2010;AM;JURUÁ;1302207
130220;2470;2002;AM;JURUA;1302207
130220;2470;1998;AM;JURUA;1302207
130220;2470;2006;AM;JURUÁ;1302207
130230;2496;2002;AM;JUTAI;1302306
130230;2496;2006;AM;JUTAÍ;1302306
130230;2496;2010;AM;JUTAÍ;1302306
130230;2496;1998;AM;JUTAI;1302306
130240;2518;2002;AM;LABREA;1302405
130240;2518;2006;AM;LÁBREA;1302405
130240;2518;1998;AM;LABREA;1302405
130240;2518;2010;AM;LÁBREA;1302405
130250;2534;2010;AM;MANACAPURU;1302504
130250;2534;2006;AM;MANACAPURU;1302504
130250;2534;2002;AM;MANACAPURU;1302504
130250;2534;1998;AM;MANACAPURU;1302504
130255;98396;2010;AM;MANAQUIRI;1302553
130255;98396;2002;AM;MANAQUIRI;1302553
130255;98396;1998;AM;MANAQUIRI;1302553
130255;98396;2006;AM;MANAQUIRI;1302553
130260;2550;1998;AM;MANAUS;1302603
130260;2550;2010;AM;MANAUS;1302603
130260;2550;2002;AM;MANAUS;1302603
130260;2550;2006;AM;MANAUS;1302603
130270;2577;2010;AM;MANICORÉ;1302702
130270;2577;1998;AM;MANICORE;1302702
130270;2577;2002;AM;MANICORE;1302702
130270;2577;2006;AM;MANICORÉ;1302702
130280;2593;2010;AM;MARAÃ;1302801
130280;2593;1998;AM;MARAA;1302801
130280;2593;2006;AM;MARAÃ;1302801
130280;2593;2002;AM;MARAA;1302801
130290;2615;2010;AM;MAUÉS;1302900
130290;2615;2002;AM;MAUES;1302900
130290;2615;2006;AM;MAUÉS;1302900
130290;2615;1998;AM;MAUES;1302900
130300;2631;1998;AM;NHAMUNDA;1303007
130300;2631;2010;AM;NHAMUNDÁ;1303007
130300;2631;2006;AM;NHAMUNDÁ;1303007
130300;2631;2002;AM;NHAMUNDA;1303007
130310;2658;2006;AM;NOVA OLINDA DO NORTE;1303106
130310;2658;2010;AM;NOVA OLINDA DO NORTE;1303106
130310;2658;2002;AM;NOVA OLINDA DO NORTE;1303106
130310;2658;1998;AM;NOVA OLINDA DO NORTE;1303106
130320;2011;2002;AM;NOVO AYRAO;1303205
130320;2011;2010;AM;NOVO AIRÃO;1303205
130320;2011;2006;AM;NOVO AIRÃO;1303205
130320;2011;1998;AM;NOVO AYRAO;1303205
130330;2674;1998;AM;NOVO ARIPUANA;1303304
130330;2674;2002;AM;NOVO ARIPUANA;1303304
130330;2674;2010;AM;NOVO ARIPUANÃ;1303304
130330;2674;2006;AM;NOVO ARIPUANÃ;1303304
130340;2690;1998;AM;PARINTINS;1303403
130340;2690;2010;AM;PARINTINS;1303403
130340;2690;2006;AM;PARINTINS;1303403
130340;2690;2002;AM;PARINTINS;1303403
130350;2712;2010;AM;PAUINI;1303502
130350;2712;1998;AM;PAUINI;1303502
130350;2712;2002;AM;PAUINI;1303502
130350;2712;2006;AM;PAUINI;1303502
130353;98418;1998;AM;PRESIDENTE FIGUEIREDO;1303536
130353;98418;2010;AM;PRESIDENTE FIGUEIREDO;1303536
130353;98418;2002;AM;PRESIDENTE FIGUEIREDO;1303536
130353;98418;2006;AM;PRESIDENTE FIGUEIREDO;1303536
130356;98434;2010;AM;RIO PRETO DA EVA;1303569
130356;98434;2006;AM;RIO PRETO DA EVA;1303569
130356;98434;1998;AM;RIO PRETO DA EVA;1303569
130356;98434;2002;AM;RIO PRETO DA EVA;1303569
130360;2372;2006;AM;SANTA ISABEL DO RIO NEGRO;1303601
130360;2372;2010;AM;SANTA ISABEL DO RIO NEGRO;1303601
130360;2372;2002;AM;SANTA ISABEL DO RIO NEGRO;1303601
130360;2372;1998;AM;SANTA ISABEL DO RIO NEGRO;1303601
130370;2739;2010;AM;SANTO ANTÔNIO DO IÇÁ;1303700
130370;2739;1998;AM;SANTO ANTONIO DO ICA;1303700
130370;2739;2006;AM;SANTO ANTONIO DO IÇÁ;1303700
130370;2739;2002;AM;SANTO ANTONIO DO ICA;1303700
130380;2836;2002;AM;SAO GABRIEL DA CACHOEIRA;1303809
130380;2836;2006;AM;SÃO GABRIEL DA CACHOEIRA;1303809
130380;2836;2010;AM;SÃO GABRIEL DA CACHOEIRA;1303809
130380;2836;1998;AM;SAO GABRIEL DA CACHOEIRA;1303809
130390;2755;2002;AM;SAO PAULO DE OLIVENCA;1303908
130390;2755;2010;AM;SÃO PAULO DE OLIVENÇA;1303908
130390;2755;2006;AM;SÃO PAULO DE OLIVENÇA;1303908
130390;2755;1998;AM;SAO PAULO DE OLIVENCA;1303908
130395;98450;2002;AM;SAO SEBASTIAO DO UATUMA;1303957
130395;98450;1998;AM;SAO SEBASTIAO DO UATUMA;1303957
130395;98450;2006;AM;SÃO SEBASTIÃO DO UATUMÃ;1303957
130395;98450;2010;AM;SÃO SEBASTIÃO DO UATUMÃ;1303957
130400;2771;2010;AM;SILVES;1304005
130400;2771;2002;AM;SILVES;1304005
130400;2771;1998;AM;SILVES;1304005
130400;2771;2006;AM;SILVES;1304005
130406;98477;2002;AM;TABATINGA;1304062
130406;98477;2010;AM;TABATINGA;1304062
130406;98477;1998;AM;TABATINGA;1304062
130406;98477;2006;AM;TABATINGA;1304062
130410;2798;2002;AM;TAPAUA;1304104
130410;2798;1998;AM;TAPAUA;1304104
130410;2798;2006;AM;TAPAUÁ;1304104
130410;2798;2010;AM;TAPAUÁ;1304104
130420;2810;2002;AM;TEFE;1304203
130420;2810;1998;AM;TEFE;1304203
130420;2810;2006;AM;TEFÉ;1304203
130420;2810;2010;AM;TEFÉ;1304203
130423;98515;1998;AM;TONANTINS;1304237
130423;98515;2002;AM;TONANTINS;1304237
130423;98515;2006;AM;TONANTINS;1304237
130423;98515;2010;AM;TONANTINS;1304237
130426;98493;2010;AM;UARINI;1304260
